술이름,기준가_TWD,정가_TWD,환율_TWDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
塔木嶺 雪莉三桶,690.0,760.0,47.9489,33085,84549,70458,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/塔木嶺-雪莉三桶單一麥芽蘇格蘭威士忌-tamnavulin-sherry-cask-edition-single-malt,할인중
吉拉 12年雪莉桶,880.0,1000.0,47.9489,42195,107830,89858,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/吉拉-12年雪莉桶-jura-12y-sherry,할인중
大摩 12年 雪莉三桶,1799.0,1980.0,47.9489,86260,220439,183699,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-12年雪莉三桶-dalmore-12y-sherry-cask-select,할인중
蘇格登 12年雪莉桶,1200.0,1310.0,47.9489,57539,147042,122535,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-12年雪莉桶-the-singleton-12y-sherry-casks,할인중
蘇格登 42年,138000.0,,47.9489,6616948,16909743,14091452,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-42年-the-singleton-42y,
蘇格登 41年,128000.0,,47.9489,6137459,15684399,13070333,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-41年-the-singleton-41y,
蘇格登 18年,2750.0,3000.0,47.9489,131859,336968,280807,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-18年-the-singleton-18y-glen-ord,할인중
蘇格登 15年,1770.0,1920.0,47.9489,84870,216887,180739,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-15年-the-singleton-15y,할인중
蘇格登 12年 歐版,790.0,1000.0,47.9489,37880,96803,80669,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-12年歐版-the-singleton-12y-dufftown,할인중
蘇格登 12年,970.0,1100.0,47.9489,46510,118857,99048,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登-12年-the-singleton-12y,할인중
慕赫 18年,5000.0,5980.0,47.9489,239744,612671,510559,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫2-81-18年威士忌-mortlach-18y-2-81-distilled,할인중
帝王 白牌威士忌,470.0,510.0,47.9489,22536,57591,47993,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝王-白牌威士忌-dewars-white-label,할인중
百富 故事系列 No.2 14年泥煤週,2400.0,2800.0,47.9489,115077,294082,245068,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11515-1,할인중
留名溪 波本威士忌,990.0,1090.0,47.9489,47469,121308,101090,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m02603,할인중
布納哈本 40年,69000.0,75000.0,47.9489,3308474,8454871,7045726,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布納哈本-40年-bunnahabhain-40y-islay-single-malt,할인중
格蘭利威 15年雪莉桶,2550.0,2800.0,47.9489,122270,312463,260386,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭利威-15年雪莉桶單一麥芽威士忌-glenlivet-15y-sherry-cask-matured,할인중
拉弗格 10年,1000.0,1150.0,47.9489,47949,122535,102112,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12301,할인중
富特尼 25Y(新版),13800.0,,47.9489,661695,1690975,1409146,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/富特尼-25y新版-限量品-old-pulteney-25y,
巴特 裸麥波本威士忌,1250.0,1300.0,47.9489,59936,153168,127640,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/巴特-裸麥波本威士忌-bulleit-bourbon-whisky-rye,할인중
巴特 波本威士忌,1150.0,1200.0,47.9489,55141,140914,117428,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/巴特-波本威士忌-bulleit-bourbon-whisky,할인중
約翰走路 藍牌 豬年限定版,5980.0,6300.0,47.9489,286734,732754,610629,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-藍牌-豬年限定版-johnnie-walker-blue-label-year-of-the-pig,할인중
約翰走路 藍牌 鼠年限定版,5500.0,6300.0,47.9489,263719,673939,561616,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-藍牌-鼠年限定版-johnnie-walker-blue-label,할인중
達爾維尼 30年限量原酒 (帝亞吉歐2019臻選系列),21000.0,22000.0,47.9489,1006927,2573222,2144352,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/達爾維尼-30年原酒diageo臻選系列-限量版-dalwhinnie-30y-limited,할인중
齊侯門 VINTAGE 2010,2600.0,,47.9489,124667,318589,265491,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/齊侯門-vintage-2010-限量品-kilchoman-vintage-2010-islay-single-malt-scotch-whisky,
高原騎士 21年 2019限量版,8600.0,9870.0,47.9489,412361,1053797,878164,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士21年2019限量品-highland-park-21y-august-2019-release,할인중
亞伯樂 14年初次填充波本桶單桶原酒 #27659,8500.0,9000.0,47.9489,407566,1041543,867953,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12111,할인중
亞伯樂 12年,1149.0,1300.0,47.9489,55093,140791,117326,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12102-1,할인중
帝王 15年,880.0,960.0,47.9489,42195,107830,89858,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝王15年-dewars-15y,할인중
皇家柏克萊 12年,1399.0,1500.0,47.9489,67081,171427,142856,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家柏克萊-12年單一麥芽蘇格蘭威士忌-royal-brackla-12y-highland-single-malt-scotch-whisky-的副本,할인중
鉑仕麥 原創愛爾蘭威士忌,590.0,665.0,47.9489,28290,72296,60246,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布什米爾-原創愛爾蘭威士忌-bushmills-original-irish-whisky,할인중
傑克丹尼 田納西威士忌 迷你酒,80.0,100.0,47.9489,3836,9803,8169,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/迷你酒-傑克丹尼田納西威士忌50ml-jack-daniel-distillery,할인중
歐佛斯特 特色100波本威士忌,715.0,780.0,47.9489,34283,87611,73009,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/美國-歐佛斯特特色100波本威士忌-old-forester-100-trofstraight-bourbon,할인중
諾亞工坊 波本威士忌,2150.0,2680.0,47.9489,103090,263449,219540,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/美國-肯塔基-諾亞工坊-波本威士忌-noahs-mill-handmade-bourbon-whisky,할인중
渥福 精醇雙桶威士忌,1780.0,1960.0,47.9489,85349,218111,181759,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/渥福-精醇-雙桶威士忌-woodford-reserve-double-oak-whisky,할인중
仕高利達 12年,700.0,720.0,47.9489,33564,85773,71478,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/仕高利達12年-scotch-leader-12y,할인중
鉑仕麥 12年 瑪薩拉紅酒桶,1200.0,1400.0,47.9489,57539,147042,122535,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布什米爾-12年瑪薩拉紅酒桶-愛爾蘭單一麥芽威士忌-bushmills-triple-distilled-12y,할인중
鉑仕麥 黑樽愛爾蘭威士忌,695.0,720.0,47.9489,33324,85160,70967,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布什米爾-黑樽-愛爾蘭威士忌-bushmills-black-bush-irish-whisky,할인중
坦杜 15年雪莉桶,2180.0,3200.0,47.9489,104529,267126,222605,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-15年雪莉桶單一麥芽威士忌-tamdhu-15y-limited-release-speyside-sherry-cask-single-malt-scotch-whisky,할인중
約翰走路 雪莉桶15年,999.0,1500.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-15年雪莉桶風味蘇格蘭威士忌-johnnie-walker-15y-sherry-finish,할인중
艾柏迪 16年,1650.0,1800.0,47.9489,79116,202183,168485,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾柏迪16年單一麥芽蘇格蘭威士忌-aberfeldy-16y-highland-single-malt-scotch-whisky,할인중
野火雞 81 波本威士忌 11/12,730.0,790.0,47.9489,35003,89451,74542,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m02203,할인중
波摩 15年,1490.0,1650.0,47.9489,71444,182577,152147,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12403-1,할인중
1776 裸麥威士忌,1315.0,1480.0,47.9489,63053,161133,134278,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01903,할인중
OMAR 原桶強度 雪莉桶,3850.0,4700.0,47.9489,184603,471757,393131,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21404,할인중
OMAR 波本花香,880.0,1100.0,47.9489,42195,107830,89858,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21408,할인중
OMAR 原桶強度 柳丁桶,5200.0,6500.0,47.9489,249334,637178,530982,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21407-1,할인중
OMAR 原桶強度 葡萄酒桶,4780.0,5400.0,47.9489,229196,585715,488096,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21407,할인중
OMAR 原桶強度 荔枝桶,4950.0,5400.0,47.9489,237347,606545,505454,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21405,할인중
角瓶 威士忌,490.0,530.0,47.9489,23495,60042,50035,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06239,할인중
OMAR 原桶強度 波本桶,3400.0,4100.0,47.9489,163026,416616,347180,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21402,할인중
OMAR 雪莉果乾,990.0,1300.0,47.9489,47469,121308,101090,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21409,할인중
OMAR 原桶強度 泥煤新橡木桶,3950.0,4800.0,47.9489,189398,484010,403342,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21403,할인중
三隻猴子 100%麥芽威士忌,599.0,680.0,47.9489,28721,73397,61164,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10301-1,할인중
響 30年,198000.0,210000.0,47.9489,9493882,24261805,20218171,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06272,할인중
仕高利達 經典(紅) (1L),390.0,450.0,47.9489,18700,47788,39824,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10803,할인중
噶瑪蘭 經典獨奏 VINHO葡萄桶原酒,3180.0,3500.0,47.9489,152478,389661,324717,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21616,할인중
噶瑪蘭 珍選 NO.1,999.0,1100.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21618,할인중
噶瑪蘭 經典獨奏 FINO雪莉桶原酒,5940.0,6600.0,47.9489,284816,727853,606544,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21601,할인중
噶瑪蘭 經典獨奏 波本桶原酒,2780.0,3000.0,47.9489,133298,340646,283871,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21603,할인중
噶瑪蘭 經典,1980.0,2100.0,47.9489,94939,242619,202182,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21614,할인중
噶瑪蘭 山川首席 波特風味桶,1350.0,1500.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21602,할인중
大摩 亞歷山大紀念款,4990.0,5500.0,47.9489,239265,611446,509539,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10607,할인중
大摩 15年,2780.0,3050.0,47.9489,133298,340646,283871,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10602,할인중
大摩 12年,1490.0,1680.0,47.9489,71444,182577,152147,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10601,할인중
安努克 12年,980.0,1150.0,47.9489,46990,120084,100070,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11401-1,할인중
奧德摩爾 單一麥芽威士忌,550.0,750.0,47.9489,26372,67394,56162,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16601,할인중
尊美醇 愛爾蘭威士忌,540.0,580.0,47.9489,25892,66168,55140,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16101,할인중
山崎 18年,23500.0,26000.0,47.9489,1126799,2879557,2399631,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06204,할인중
山崎 12年,4500.0,4900.0,47.9489,215770,551405,459504,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06203-1,할인중
布納哈本 12年,1050.0,1150.0,47.9489,50346,128660,107217,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11102,할인중
布納哈本 25年,12800.0,15000.0,47.9489,613746,1568440,1307033,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11104,할인중
格蘭傑 12年雪莉桶 2023新包裝,1150.0,1250.0,47.9489,55141,140914,117428,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14503,할인중
新山崎 威士忌,2580.0,3100.0,47.9489,123708,316138,263449,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06252-1,할인중
新白州 威士忌,2299.0,2800.0,47.9489,110235,281708,234756,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06258-1,할인중
格蘭利威 15年法國桶,1580.0,1730.0,47.9489,75759,193604,161336,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13802,할인중
格蘭利威 12年,760.0,870.0,47.9489,36441,93126,77605,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13801-2,할인중
格蘭利威 18年,2450.0,2820.0,47.9489,117475,300210,250175,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13803,할인중
格蘭菲迪15年,1180.0,1400.0,47.9489,56580,144591,120493,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪15年-glenfiddich-15y,할인중
格蘭菲迪 18年,1880.0,2300.0,47.9489,90144,230365,191971,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14609-2,할인중
歐肯 美國桶,699.0,850.0,47.9489,33516,85651,71376,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14809-1,할인중
歐肯 12年,799.0,880.0,47.9489,38311,97905,81587,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14801,할인중
汀士頓 12年雪莉桶,1100.0,1260.0,47.9489,52744,134788,112324,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11302,할인중
波摩 12年,850.0,1000.0,47.9489,40757,104155,86796,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12402-1,할인중
白州 18年,18500.0,20000.0,47.9489,887055,2266887,1889072,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06225,할인중
渥福 精選波本威士忌,1250.0,1370.0,47.9489,59936,153168,127640,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m02803,할인중
百富 加勒比海蘭姆桶14年,1880.0,2100.0,47.9489,90144,230365,191971,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11503-1,할인중
百富 40年 新版,248000.0,258000.0,47.9489,11891327,30388524,25323770,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11511,할인중
百富 21年,5900.0,6900.0,47.9489,282899,722954,602462,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11507,할인중
百齡罈 17年,1290.0,1500.0,47.9489,61854,158069,131724,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11602,할인중
百富 故事系列 12年糖心橡木,1550.0,1800.0,47.9489,74321,189929,158274,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11515,할인중
百齡罈 30年,7700.0,9680.0,47.9489,369207,943516,786263,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11604,할인중
百齡罈 紅璽,380.0,435.0,47.9489,18221,46564,38803,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11606,할인중
百齡罈 21年,2080.0,2600.0,47.9489,99734,254872,212394,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11603,할인중
皇家禮炮 21年(1L),3598.0,4200.0,47.9489,172520,440878,367399,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13002,할인중
皇家禮炮 21年,2550.0,,47.9489,122270,312463,260386,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13001,
知多 單一穀物威士忌,1050.0,1180.0,47.9489,50346,128660,107217,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06278,할인중
約翰走路 18年,1800.0,1960.0,47.9489,86308,220562,183802,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13170,할인중
玫瑰 波本威士忌,780.0,980.0,47.9489,37400,95576,79647,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01801,할인중
約翰走路 雙黑牌(1L),890.0,980.0,47.9489,42675,109057,90881,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13143,할인중
約翰走路 黑牌 12年,635.0,690.0,47.9489,30448,77810,64842,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13140,할인중
約翰走路 紅牌,400.0,450.0,47.9489,19180,49015,40846,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13121,할인중
野牛仙蹤 波本威士忌,800.0,1000.0,47.9489,38359,98027,81689,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01901,할인중
美國 玫瑰單桶原酒,1400.0,1480.0,47.9489,67128,171547,142956,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01803,할인중
傑克丹尼 田納西威士忌,599.0,720.0,47.9489,28721,73397,61164,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m02704,할인중
美格 46波本威士忌,1150.0,1300.0,47.9489,55141,140914,117428,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01701,할인중
美格 波本威士忌,780.0,930.0,47.9489,37400,95576,79647,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01702,할인중
信州藏 調和威士忌,540.0,635.0,47.9489,25892,66168,55140,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06801,할인중
起瓦士 12年,665.0,730.0,47.9489,31886,81485,67904,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m15001,할인중
雅柏 漩渦,2590.0,2850.0,47.9489,124188,317365,264471,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16307,할인중
響 21年,18800.0,21000.0,47.9489,901439,2303645,1919704,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06271,할인중
克里尼基 14年,1390.0,1580.0,47.9489,66649,170323,141936,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11901-1,할인중
卡爾里拉 12年,1350.0,1550.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10901,할인중
塔木嶺 雙桶威士忌,670.0,750.0,47.9489,32126,82099,68416,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m20201,할인중
坦杜 12年雪莉桶,1150.0,1300.0,47.9489,55141,140914,117428,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/坦杜-12年雪莉桶-tamdhu-12y-sherry-cask,할인중
泰斯卡 波特,1399.0,1600.0,47.9489,67081,171427,142856,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10406,할인중
泰斯卡 風暴,1180.0,1400.0,47.9489,56580,144591,120493,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10407,할인중
大摩 極尊波特桶,2000.0,2580.0,47.9489,95898,245069,204224,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10613,할인중
大摩 25年,46500.0,50000.0,47.9489,2229624,5697849,4748207,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10604,할인중
富特尼 12年,950.0,1120.0,47.9489,45551,116406,97005,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16001-2,할인중
富特尼 HUDDART,1450.0,1480.0,47.9489,69526,177675,148063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16008,할인중
慕赫 20年,7900.0,9200.0,47.9489,378796,968021,806684,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13606-1,할인중
拉弗格 四分之一桶,1150.0,1250.0,47.9489,55141,140914,117428,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12306,할인중
拉弗格 特選桶,780.0,860.0,47.9489,37400,95576,79647,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12308,할인중
格蘭8年,390.0,450.0,47.9489,18700,47788,39824,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13501,할인중
格蘭傑 18年,2880.0,3130.0,47.9489,138093,352899,294083,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/18-glenmorangie-18y,할인중
格蘭傑 稀印,5300.0,6510.0,47.9489,254129,649432,541193,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14511,할인중
格蘭利威 25年,11900.0,15700.0,47.9489,570592,1458159,1215133,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13805,할인중
格蘭利威 21年,5900.0,6790.0,47.9489,282899,722954,602462,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13804,할인중
格蘭哥尼 30年,35800.0,40000.0,47.9489,1716571,4386732,3655610,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14307,할인중
格蘭帝 雙桶,950.0,1180.0,47.9489,45551,116406,97005,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14204,할인중
格蘭花格 105原酒 22年,12900.0,16000.0,47.9489,618541,1580694,1317245,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13910-2,할인중
格蘭花格 30年,17800.0,20000.0,47.9489,853490,2181111,1817592,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13908,할인중
格蘭花格 25年,5680.0,5800.0,47.9489,272350,695996,579997,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13907,할인중
格蘭菲迪 22年雪莉酒桶,5680.0,6600.0,47.9489,272350,695996,579997,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14612-3,할인중
格蘭路思 25年,15999.0,19000.0,47.9489,767134,1960426,1633689,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14708,할인중
格蘭路思 WHISKY MAKERS CUT,1560.0,1740.0,47.9489,74800,191153,159294,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14706,할인중
樂加維林 16年,2280.0,2500.0,47.9489,109323,279377,232814,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14103-2,할인중
歐本 14年,1690.0,1800.0,47.9489,81034,207084,172570,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m18401,할인중
歐肯 三桶,999.0,1100.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m14806,할인중
汀士頓 1785傳承雪莉桶 二次陳釀,850.0,950.0,47.9489,40757,104155,86796,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11304,할인중
班瑞克 25年,9500.0,12300.0,47.9489,455515,1164078,970065,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m20504,할인중
班瑞克 21年,3999.0,4900.0,47.9489,191748,490016,408347,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m20503,할인중
皇冠 蘇格蘭調和威士忌,390.0,400.0,47.9489,18700,47788,39824,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m12901,할인중
約翰走路 藍牌,3999.0,4580.0,47.9489,191748,490016,408347,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13160,할인중
約翰走路 綠牌15年,1060.0,1150.0,47.9489,50826,129887,108239,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13153,할인중
約翰走路 喬治五世紀念版,15500.0,17000.0,47.9489,743208,1899283,1582736,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13137,할인중
費特肯12年,1190.0,1350.0,47.9489,57059,145815,121513,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m20101,할인중
酷狗 調和蘇格蘭威士忌,620.0,780.0,47.9489,29728,75970,63309,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m19801,할인중
達爾維尼 15年,1200.0,1380.0,47.9489,57539,147042,122535,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m17002-1,할인중
雅柏 ANOA,1599.0,1690.0,47.9489,76670,195932,163276,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16310,할인중
高原騎士 40年,120000.0,130000.0,47.9489,5753868,14704125,12253437,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m15214,할인중
齊侯門 馬齊爾灣,1350.0,1800.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13303,할인중
齊侯門 SANAIG,1590.0,1880.0,47.9489,76239,194830,162359,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13304,할인중
齊侯門 原桶強度波本桶2011#465,3200.0,3580.0,47.9489,153436,392109,326757,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13309,할인중
噶瑪蘭山川首席雪莉風味桶單一麥芽威士忌禮盒,1300,1368,47.9489,62334,159296,132746,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=18995,할인중(會員價)
金車噶瑪蘭珍選單一麥芽威士忌NO. 2 40% 0.7L,960,1011,47.9489,46031,117633,98028,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=15620,할인중(會員價)
噶瑪蘭經典獨奏Moscatel雪莉桶威士忌原酒 0.75L,6950,7316,47.9489,333245,851614,709679,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=3456,할인중(會員價)
金車噶瑪蘭珍選單一麥芽威士忌 40% 0.7L,960,1011,47.9489,46031,117633,98028,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1420,할인중(會員價)
金車噶瑪蘭山川首席單一麥芽威士忌 40% 0.7L,1300,1368,47.9489,62334,159296,132746,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1407,할인중(會員價)
金車噶瑪蘭經典單一麥芽威士忌 40% 0.7L,1820,1916,47.9489,87267,223013,185844,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1406,할인중(會員價)
噶瑪蘭經典獨奏VINHO葡萄酒桶威士忌原酒  0.7L,3040,3200,47.9489,145765,372505,310421,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1405,할인중(會員價)
噶瑪蘭經典獨奏FINO雪莉桶威士忌 0.7L,5750,6053,47.9489,275706,704572,587143,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1404,할인중(會員價)
噶瑪蘭經典獨奏 波本原酒桶 0.7L,2600,2737,47.9489,124667,318589,265491,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=1403,할인중(會員價)
百富16年法國皮諾甜酒桶單一麥芽威士忌 47.6%  0.7L,3600,3789,47.9489,172616,441124,367603,Y,橡木桶drinks,2026-05-30,https://www.drinks.com.tw/product.aspx?Id=17966,할인중(會員價)
