위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
양허 M3 크리스탈 500ml,양허,50.8725,40.0,80.75,85.0,5.0,320,3,10.0,6,Y,1216:중국술,5506826,067631000049,https://www.shilladfs.com/estore/kr/ko/p/5506826
듀어스 16년 1000ml,듀어스,43.605000000000004,49.0,80.75,85.0,5.0,166,0,0.0,6,Y,1211:블렌디드 위스키,5102016,113531000056,https://www.shilladfs.com/estore/kr/ko/p/5102016
그랑 마르니에 1L,그랑 마르니에,21.147000000000002,50.0,39.9,42.0,5.0,26,0,0.0,6,Y,1226:스피릿,5591067,256731000008,https://www.shilladfs.com/estore/kr/ko/p/5591067
"잉크 그레이드, 소비뇽 블랑 2022 750ml",잉크 그레이드,59.052,30.0,79.8,84.0,5.0,21,0,0.0,6,Y,1221:와인/샴페인,5705509,288831000008,https://www.shilladfs.com/estore/kr/ko/p/5705509
패트론 레포사도 1000ml,패트론,42.294000000000004,50.0,79.8,84.0,5.0,140,0,0.0,6,Y,1226:스피릿,5274740,122131000011,https://www.shilladfs.com/estore/kr/ko/p/5274740
시바스 리갈 18년 포이약 와인 캐스크 피니시 700ml,시바스리갈,79.56,48.0,79.56,153.0,48.0,55,0,0.0,6,Y,1211:블렌디드 위스키,5616056,110331000035,https://www.shilladfs.com/estore/kr/ko/p/5616056
금문 LIQU 플래티늄 드래곤 500ml,금문고량주,,,19.8,22.0,10.0,67,0,0.0,6,Y,1216:중국술,5819125,290831000008,https://www.shilladfs.com/estore/kr/ko/p/5819125
고든앤맥패일 디스커버리 오크로이스크 10년 700ml,고든 앤 맥패일,49.6755,40.0,78.85,83.0,5.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5677221,115431000176,https://www.shilladfs.com/estore/kr/ko/p/5677221
발렌타인 FINEST 1000ml,발렌타인,13.0,48.0,13.0,25.0,48.0,196,5,9.6,6,Y,1211:블렌디드 위스키,5070257,046131000011,https://www.shilladfs.com/estore/kr/ko/p/5070257
제임슨 Standard 1000ml,제임슨,19.5,50.0,19.5,39.0,50.0,97,1,10.0,6,Y,1227:기타 주류,5069997,110531000001,https://www.shilladfs.com/estore/kr/ko/p/5069997
NEW 올트모어 12년 (올로로소 쉐리) 500ml,올트모어,27.17,48.0,49.4,52.0,5.0,171,1,10.0,6,Y,1220:싱글몰트 위스키,5560832,113531000084,https://www.shilladfs.com/estore/kr/ko/p/5560832
라프로익 포오크 2023 1000ml,라프로익,40.508,51.0,77.9,82.0,5.0,115,1,10.0,6,Y,1220:싱글몰트 위스키,5368246,114131000037,https://www.shilladfs.com/estore/kr/ko/p/5368246
닷사이 23 우드케이스 720ml,닷사이,,,82.0,82.0,0.0,1131,11,10.0,0,N,1227:기타 주류,5658064,282631000001,https://www.shilladfs.com/estore/kr/ko/p/5658064
솔송주 프리미엄 700ml,한국전통술,62.08,36.0,77.6,97.0,20.0,8,0,0.0,6,Y,1224:한국술,5868786,669331000072,https://www.shilladfs.com/estore/kr/ko/p/5868786
글렌리벳 TGL TCM Rare Cask 1000ml,글렌리벳,77.55,45.0,77.55,141.0,45.0,133,0,0.0,6,Y,1220:싱글몰트 위스키,5081234,110431000018,https://www.shilladfs.com/estore/kr/ko/p/5081234
토카이 아수 6 푸토뇨스 2013 500ml,비네센코리아,77.0,50.0,77.0,154.0,50.0,141,1,10.0,6,Y,1221:와인/샴페인,5552050,272731000037,https://www.shilladfs.com/estore/kr/ko/p/5552050
페넬로페 프로젝트 X 스페니시 브랜디 750ml,페닐로페,71.2,20.0,71.2,89.0,20.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5916422,287531000015,https://www.shilladfs.com/estore/kr/ko/p/5916422
맥캘란 GTR12년 700ml,맥캘란,78.85,5.0,78.85,83.0,5.0,582,2,10.0,6,Y,1220:싱글몰트 위스키,5430962,081831000056,https://www.shilladfs.com/estore/kr/ko/p/5430962
글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,73.95,49.0,73.95,145.0,49.0,74,0,0.0,0,N,1220:싱글몰트 위스키,5904120,082331000062,https://www.shilladfs.com/estore/kr/ko/p/5904120
펜폴즈 빈407 빈티지 2023 750ml,펜폴즈,73.66,42.0,73.66,127.0,42.0,32,0,0.0,6,Y,1221:와인/샴페인,5819193,195231000062,https://www.shilladfs.com/estore/kr/ko/p/5819193
카이요 Japanese Mizunara Cask Strength 700ml,카이요 위스키,73.35,55.0,73.35,163.0,55.0,153,1,10.0,6,Y,1220:싱글몰트 위스키,5437281,276631000005,https://www.shilladfs.com/estore/kr/ko/p/5437281
벤리악 Triple Distilled 10년 1000ml,벤리악,38.038000000000004,51.0,73.15,77.0,5.0,128,0,0.0,6,Y,1220:싱글몰트 위스키,5303576,114931000042,https://www.shilladfs.com/estore/kr/ko/p/5303576
팔린다 와인 소비뇽 레드와인(2011년) 750ml,팔린다 와인,43.89,43.0,73.15,77.0,5.0,7,0,0.0,0,N,1221:와인/샴페인,5157072,255131000007,https://www.shilladfs.com/estore/kr/ko/p/5157072
카사미고스 블랑코 1000ml,돈훌리오,36.19,53.0,36.19,77.0,53.0,19,0,0.0,6,Y,1226:스피릿,5645337,254931000006,https://www.shilladfs.com/estore/kr/ko/p/5645337
세인트레미  XO 1000ml,세인트레미,23.92,48.0,23.92,46.0,48.0,47,1,8.0,6,Y,1213:꼬냑,5186722,085131000068,https://www.shilladfs.com/estore/kr/ko/p/5186722
레미마틴 VSOP 200ml,레미마틴,14.9625,40.0,23.75,25.0,5.0,20,0,0.0,6,Y,1213:꼬냑,5932188,085131000074,https://www.shilladfs.com/estore/kr/ko/p/5932188
양허 몽지람 M6+ 미니세트 65ml,양허,21.375,15.0,23.75,25.0,5.0,117,0,0.0,6,Y,1216:중국술,5836004,067631000079,https://www.shilladfs.com/estore/kr/ko/p/5836004
호세쿠엘보 에스페샬 레포사도 1000ml,호세쿠엘보,14.9625,40.0,23.75,25.0,5.0,97,0,0.0,6,Y,1226:스피릿,5200757,130531000015,https://www.shilladfs.com/estore/kr/ko/p/5200757
후공방 fulu 500ml,후공방,44.8875,40.0,71.25,75.0,5.0,8,1,10.0,2,Y,1216:중국술,5543720,067631000066,https://www.shilladfs.com/estore/kr/ko/p/5543720
메이커스 마크 101 1000ml,메이커스마크,37.259,50.0,70.3,74.0,5.0,260,0,0.0,6,Y,1211:블렌디드 위스키,5285854,109831000020,https://www.shilladfs.com/estore/kr/ko/p/5285854
더글라스랭 OP ARDMORE 15년 700ml,더글라스랭,70.03,53.0,70.03,149.0,53.0,34,0,0.0,6,Y,1220:싱글몰트 위스키,5228865,265431000005,https://www.shilladfs.com/estore/kr/ko/p/5228865
우량예 미니 52% 50ml,우량예,15.504,35.0,22.8,24.0,5.0,240,9,9.77777778,6,Y,1216:중국술,5544528,067631000070,https://www.shilladfs.com/estore/kr/ko/p/5544528
CODIGO 1530 ANEJO 750ml,올메카,68.4,40.0,68.4,114.0,40.0,18,0,0.0,6,Y,1226:스피릿,5866595,132431000005,https://www.shilladfs.com/estore/kr/ko/p/5866595
글렌모레이 12년 1000ml,글렌모레이,36.252,50.0,68.4,72.0,5.0,34,0,0.0,4,Y,1220:싱글몰트 위스키,5313551,249031000014,https://www.shilladfs.com/estore/kr/ko/p/5313551
부쉬밀 블랙부쉬 80/20 PX 1000ml,부쉬밀,22.5,55.0,22.5,50.0,55.0,64,0,0.0,6,Y,1211:블렌디드 위스키,5200758,130531000018,https://www.shilladfs.com/estore/kr/ko/p/5200758
글렌알라키 8년 700ml,글렌알라키,35.0168,62.0,67.34,91.0,26.0,141,0,0.0,6,Y,1220:싱글몰트 위스키,5249072,265631000001,https://www.shilladfs.com/estore/kr/ko/p/5249072
골든블랑 CREMANT  ROSE 750ml,골든블랑,33.6,52.0,33.6,70.0,52.0,54,0,0.0,6,Y,1221:와인/샴페인,5174764,254731000004,https://www.shilladfs.com/estore/kr/ko/p/5174764
버팔로 트레이스 이글레어 10년 버번 위스키 750ml,버팔로 트레이스,33.06,43.0,33.06,58.0,43.0,417,0,0.0,6,Y,1211:블렌디드 위스키,5474380,258231000009,https://www.shilladfs.com/estore/kr/ko/p/5474380
컴파스 박스 Peat Monster 700ml,컴파스 박스,32.34,58.0,32.34,77.0,58.0,38,0,0.0,6,Y,1211:블렌디드 위스키,5229030,263731000002,https://www.shilladfs.com/estore/kr/ko/p/5229030
뉴리프 바틀인본드 버번 750ml,뉴리프,54.263999999999996,20.0,64.6,68.0,5.0,35,0,0.0,6,Y,1211:블렌디드 위스키,5916570,295531000001,https://www.shilladfs.com/estore/kr/ko/p/5916570
사득주 품미 500ml,사득주,40.69799999999999,40.0,64.6,68.0,5.0,29,2,8.0,6,Y,1216:중국술,5506824,067631000053,https://www.shilladfs.com/estore/kr/ko/p/5506824
테일러스 토니 포트 와인 20년 750ml,테일러스 포트 와인,40.69799999999999,40.0,64.6,68.0,5.0,478,1,6.0,0,N,1221:와인/샴페인,5477394,280631000002,https://www.shilladfs.com/estore/kr/ko/p/5477394
맥탈라 올드퍼스 케스크 스트랭스 700ml,맥탈라,34.238,50.0,64.6,68.0,5.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5311921,249031000020,https://www.shilladfs.com/estore/kr/ko/p/5311921
알베르비쇼 시크레 드 파밀리아 2021 750ml,알베르 비쇼,26.448000000000004,45.0,45.6,48.0,5.0,16,0,0.0,0,N,1221:와인/샴페인,5376926,117531000018,https://www.shilladfs.com/estore/kr/ko/p/5376926
글렌데브론 20년 1000ml,글렌데브론,63.5,50.0,63.5,127.0,50.0,105,0,0.0,6,Y,1211:블렌디드 위스키,5070793,113531000009,https://www.shilladfs.com/estore/kr/ko/p/5070793
폴존 미니어처 세트 50ml*5,폴 존,24.57,30.0,31.5,35.0,10.0,41,0,0.0,0,N,1220:싱글몰트 위스키,5885820,287531000011,https://www.shilladfs.com/estore/kr/ko/p/5885820
부쉬밀 쉐리 캐스크 10년 1000ml,부쉬밀,31.5,55.0,31.5,70.0,55.0,151,0,0.0,6,Y,1220:싱글몰트 위스키,5200752,130531000019,https://www.shilladfs.com/estore/kr/ko/p/5200752
아녹 12년 700ml,아녹,31.24,56.0,31.24,71.0,56.0,135,1,10.0,6,Y,1220:싱글몰트 위스키,5248782,266431000001,https://www.shilladfs.com/estore/kr/ko/p/5248782
레미마틴 1738 700ml,레미마틴,61.6,30.0,61.6,88.0,30.0,9,0,0.0,1,Y,1213:꼬냑,5846423,085131000101,https://www.shilladfs.com/estore/kr/ko/p/5846423
몬테스 윙스 2020 750ml,몬테스,41.343999999999994,35.0,60.8,64.0,5.0,30,0,0.0,6,Y,1221:와인/샴페인,5618608,268331000064,https://www.shilladfs.com/estore/kr/ko/p/5618608
짐빔 싱글 배럴  750ml,짐빔,20.21,57.0,20.21,47.0,57.0,75,0,0.0,6,Y,1211:블렌디드 위스키,5303267,109831000018,https://www.shilladfs.com/estore/kr/ko/p/5303267
금산인삼주 세트 375ml*3,케이전통주,30.0,50.0,30.0,60.0,50.0,20,0,0.0,6,Y,1224:한국술,5717426,955331000022,https://www.shilladfs.com/estore/kr/ko/p/5717426
발베니 13년 리필 포트캐스크 700ml,발베니,60.0,40.0,60.0,100.0,40.0,340,1,10.0,0,N,1220:싱글몰트 위스키,5834859,112231000050,https://www.shilladfs.com/estore/kr/ko/p/5834859
시크릿 스페이사이드 Caperdonich 18년 Peated 700ml,글렌리벳,59.8,54.0,59.8,130.0,54.0,142,0,0.0,6,Y,1220:싱글몰트 위스키,5065829,110431000020,https://www.shilladfs.com/estore/kr/ko/p/5065829
더 글렌리벳 14년 1000ml,글렌리벳,59.755,30.0,80.75,85.0,5.0,43,0,0.0,6,Y,1220:싱글몰트 위스키,5828031,110431000038,https://www.shilladfs.com/estore/kr/ko/p/5828031
쿠니마레 홋카이도 준마이 다이긴조 720ml,조야,38.873999999999995,37.0,58.9,62.0,5.0,52,0,0.0,6,Y,1227:기타 주류,5705400,112431000011,https://www.shilladfs.com/estore/kr/ko/p/5705400
클라우디 베이 테 코코 750ml,클라우디 베이,,,58.5,78.0,25.0,98,0,0.0,6,Y,1221:와인/샴페인,5454348,108931000082,https://www.shilladfs.com/estore/kr/ko/p/5454348
러셀 리저브 라이 6년 750ml,와일드터키,29.0,50.0,29.0,58.0,50.0,67,0,0.0,6,Y,1211:블렌디드 위스키,5789382,257231000010,https://www.shilladfs.com/estore/kr/ko/p/5789382
하이랜드 파크 BEAR 1000ml,하이랜드 파크,28.98,54.0,28.98,63.0,54.0,41,0,0.0,4,Y,1220:싱글몰트 위스키,5145171,112031000018,https://www.shilladfs.com/estore/kr/ko/p/5145171
화요미니어쳐세트 50ml*3,케이전통주,6.384000000000001,47.0,11.4,12.0,5.0,100,0,0.0,6,Y,1224:한국술,5748081,955331000005,https://www.shilladfs.com/estore/kr/ko/p/5748081
몬테스 알파 블랙 라벨 소비뇽 블랑 2023 750ml,몬테스,19.38,35.0,28.5,30.0,5.0,18,0,0.0,1,Y,1221:와인/샴페인,5618607,268331000063,https://www.shilladfs.com/estore/kr/ko/p/5618607
우드포드 리저브 홀리데이 에디션 1L,우드포드 리저브,35.339999999999996,41.0,57.0,60.0,5.0,93,1,10.0,6,Y,1211:블렌디드 위스키,5429234,114931000056,https://www.shilladfs.com/estore/kr/ko/p/5429234
글렌스코시아 Campbeltown 1832 1000ml,글렌 스코시아,31.752000000000006,50.0,56.7,63.0,10.0,213,1,8.0,6,Y,1220:싱글몰트 위스키,5267812,265131000001,https://www.shilladfs.com/estore/kr/ko/p/5267812
Old Pulteney 10 Years Old 1000ml,올드풀트니,38.114,35.0,56.05,59.0,5.0,4,0,0.0,6,Y,1220:싱글몰트 위스키,5866021,265831000008,https://www.shilladfs.com/estore/kr/ko/p/5866021
잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘,55.2,31.0,55.2,80.0,31.0,187,0,0.0,6,Y,1220:싱글몰트 위스키,5316476,114931000047,https://www.shilladfs.com/estore/kr/ko/p/5316476
섀클턴 1000ml,섀클턴,30.305000000000003,48.0,55.1,58.0,5.0,9,0,0.0,3,Y,1220:싱글몰트 위스키,5166834,114431000024,https://www.shilladfs.com/estore/kr/ko/p/5166834
Xijiu Jiao Cang 1988 100ml,시주,11.371500000000001,40.0,18.05,19.0,5.0,26,1,10.0,6,Y,1216:중국술,5770694,284531000005,https://www.shilladfs.com/estore/kr/ko/p/5770694
패트론 엑스오 카페 750ml,패트론,29.782500000000002,48.0,54.15,57.0,5.0,28,0,0.0,6,Y,1226:스피릿,5799368,122131000018,https://www.shilladfs.com/estore/kr/ko/p/5799368
카이요 Japanese Mizunara Signature 700ml,카이요 위스키,54.05,53.0,54.05,115.0,53.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5437282,276631000004,https://www.shilladfs.com/estore/kr/ko/p/5437282
바즈타운 버번 바틀드 인 본드 750ml,바즈타운 버번 컴퍼니,54.0,10.0,54.0,60.0,10.0,7,0,0.0,6,Y,1227:기타 주류,5975724,249031000060,https://www.shilladfs.com/estore/kr/ko/p/5975724
더 글렌그란트 익스플로레이션 700ml,더 글렌그란트,54.0,55.0,54.0,120.0,55.0,91,0,0.0,6,Y,1220:싱글몰트 위스키,5569745,257131000008,https://www.shilladfs.com/estore/kr/ko/p/5569745
TAMDHU Cuatro Reserva 700ml,탐두,53.35,45.0,53.35,97.0,45.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5865402,294531000005,https://www.shilladfs.com/estore/kr/ko/p/5865402
탱커레이 런던드라이 진 1000ml,탱커레이,17.76,52.0,17.76,37.0,52.0,27,0,0.0,6,Y,1226:스피릿,5082278,111631000003,https://www.shilladfs.com/estore/kr/ko/p/5082278
레미마틴 브이에스오피 1000ml,레미마틴,53.04,48.0,53.04,102.0,48.0,287,1,10.0,6,Y,1213:꼬냑,276044,085131000001,https://www.shilladfs.com/estore/kr/ko/p/276044
짐빔 놉크릭 700ml,짐빔,26.6855,50.0,50.35,53.0,5.0,246,0,0.0,6,Y,1211:블렌디드 위스키,5166851,109831000017,https://www.shilladfs.com/estore/kr/ko/p/5166851
암룻 PEATED CASK STRENGTH 700ml,암룻,52.44,54.0,52.44,114.0,54.0,90,0,0.0,6,Y,1220:싱글몰트 위스키,5337845,275031000005,https://www.shilladfs.com/estore/kr/ko/p/5337845
마츠이 피트 700ml,마츠이,52.25,45.0,52.25,95.0,45.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5157351,254631000020,https://www.shilladfs.com/estore/kr/ko/p/5157351
탈리스커 써지 700ml,탈리스커,51.66,58.0,51.66,123.0,58.0,172,1,10.0,6,Y,1220:싱글몰트 위스키,5185537,111131000021,https://www.shilladfs.com/estore/kr/ko/p/5185537
1865 보이저 40년산 바인 750ml,1865 와인,32.318999999999996,40.0,51.3,54.0,5.0,44,0,0.0,6,Y,1221:와인/샴페인,5594904,281231000002,https://www.shilladfs.com/estore/kr/ko/p/5594904
탐나불린 1000ml,탐나불린,26.208,53.0,50.4,56.0,10.0,124,0,0.0,6,Y,1220:싱글몰트 위스키,5166845,114431000042,https://www.shilladfs.com/estore/kr/ko/p/5166845
몽키 47 500ml,몽키 47,34.238,35.0,50.35,53.0,5.0,24,0,0.0,1,Y,1226:스피릿,5769827,289831000006,https://www.shilladfs.com/estore/kr/ko/p/5769827
짐빔 바질 하이든 700ml,짐빔,24.94,57.0,24.94,58.0,57.0,76,0,0.0,6,Y,1211:블렌디드 위스키,5169530,109831000019,https://www.shilladfs.com/estore/kr/ko/p/5169530
네이키드 몰트 1000ml,발베니,27.0,40.0,27.0,45.0,40.0,19,0,0.0,3,Y,1211:블렌디드 위스키,5957380,112231000053,https://www.shilladfs.com/estore/kr/ko/p/5957380
The Lakes Resfeber 700ml,더 레이크,49.5,55.0,49.5,110.0,55.0,11,0,0.0,6,Y,1220:싱글몰트 위스키,5690684,268331000067,https://www.shilladfs.com/estore/kr/ko/p/5690684
ABERLOUR SUTHAINN 700ml,발렌타인,49.5,45.0,49.5,90.0,45.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5663570,046131000059,https://www.shilladfs.com/estore/kr/ko/p/5663570
스카라버스 배치 스트랭스 700ml,스카라버스,24.7,62.0,24.7,65.0,62.0,40,0,0.0,6,Y,1220:싱글몰트 위스키,5304437,249031000033,https://www.shilladfs.com/estore/kr/ko/p/5304437
호세쿠엘보 1800 데킬라 블랑코 1000ml,호세쿠엘보,31.122,40.0,49.4,52.0,5.0,69,0,0.0,6,Y,1226:스피릿,5200749,130531000013,https://www.shilladfs.com/estore/kr/ko/p/5200749
레미마틴 VSOP 2025 EOY 1000ml,레미마틴,48.96,52.0,48.96,102.0,52.0,8,0,0.0,6,Y,1213:꼬냑,5885911,085131000110,https://www.shilladfs.com/estore/kr/ko/p/5885911
"보르도, 루싹 생테밀리옹 샤또 블랑숑 750ml",비네센코리아,16.0,50.0,16.0,32.0,50.0,68,0,0.0,6,Y,1221:와인/샴페인,5322068,272731000001,https://www.shilladfs.com/estore/kr/ko/p/5322068
제임슨 트리플 트리플 1000ml,제임슨,23.97,49.0,23.97,47.0,49.0,14,0,0.0,6,Y,1227:기타 주류,5661609,110531000005,https://www.shilladfs.com/estore/kr/ko/p/5661609
글렌피딕 Vat 2 Perpetual Collection1000ML,글렌피딕,47.94,49.0,47.94,94.0,49.0,395,0,0.0,6,Y,1220:싱글몰트 위스키,5105344,082331000044,https://www.shilladfs.com/estore/kr/ko/p/5105344
핸드릭스 미니 200ml,발베니,9.35,45.0,9.35,17.0,45.0,12,0,0.0,6,Y,1226:스피릿,5957378,112231000045,https://www.shilladfs.com/estore/kr/ko/p/5957378
앱솔루트 Blue 1000ml,앱솔루트,11.52,52.0,11.52,24.0,52.0,33,0,0.0,6,Y,1226:스피릿,5070729,110731000001,https://www.shilladfs.com/estore/kr/ko/p/5070729
시바스리갈 12년 1000ml,시바스리갈,33.6072,30.0,45.6,48.0,5.0,129,0,0.0,6,Y,1211:블렌디드 위스키,5070399,110331000004,https://www.shilladfs.com/estore/kr/ko/p/5070399
콜롬비아 크레스트 리저브 까베르네 소비뇽 2019 750ml ,신세계 L&B,45.57,51.0,45.57,93.0,51.0,16,1,6.0,2,Y,1221:와인/샴페인,5147026,115331000169,https://www.shilladfs.com/estore/kr/ko/p/5147026
히노토리 골드오락(그랜다이저) 피트 위스키 700ml,히노토리,45.15,57.0,45.15,105.0,57.0,55,0,0.0,6,Y,1211:블렌디드 위스키,5392882,273831000001,https://www.shilladfs.com/estore/kr/ko/p/5392882
마티니 아스티 750ml,바카디,9.0,55.0,9.0,20.0,55.0,55,1,10.0,6,Y,1221:와인/샴페인,5070783,113431000013,https://www.shilladfs.com/estore/kr/ko/p/5070783
"살트램, 맴레 브룩 바로싸 카베르네 소비뇽 2018 750ml ",에노테카,27.0,46.0,45.0,50.0,10.0,12,0,0.0,3,Y,1221:와인/샴페인,5179711,126931000032,https://www.shilladfs.com/estore/kr/ko/p/5179711
화요200 3종2호 200ml*3,케이전통주,25.004,47.0,44.65,47.0,5.0,22,0,0.0,6,Y,1224:한국술,5717218,955331000002,https://www.shilladfs.com/estore/kr/ko/p/5717218
샤또 데스끌랑 위스퍼링 엔젤 750ml,샤또 데스끌랑,,,14.85,27.0,45.0,71,1,10.0,6,Y,1221:와인/샴페인,5454631,108931000079,https://www.shilladfs.com/estore/kr/ko/p/5454631
보테가 골드 크뤼 750ml,보테가,27.531000000000002,40.0,43.7,46.0,5.0,36,0,0.0,6,Y,1221:와인/샴페인,5672920,112331000033,https://www.shilladfs.com/estore/kr/ko/p/5672920
로크로몬드 8년 Madeira 1000ml,로크 로몬드,21.84,58.0,21.84,52.0,58.0,108,2,10.0,6,Y,1220:싱글몰트 위스키,5267810,268831000002,https://www.shilladfs.com/estore/kr/ko/p/5267810
메종 에브라 샤또 그랑조 2019 750ml,메종에브라,21.62,53.0,21.62,46.0,53.0,40,0,0.0,6,Y,1221:와인/샴페인,5311227,117331000010,https://www.shilladfs.com/estore/kr/ko/p/5311227
사득주 타패곡주 52% 480ml,사득주,26.9325,40.0,42.75,45.0,5.0,24,0,0.0,6,Y,1216:중국술,5697037,067631000057,https://www.shilladfs.com/estore/kr/ko/p/5697037
앱솔루트 파이브 미니 50ml X 5,앱솔루트,13.167,40.0,20.9,22.0,5.0,51,0,0.0,6,Y,1226:스피릿,5662087,110731000023,https://www.shilladfs.com/estore/kr/ko/p/5662087
사화 유자 500ml,한국전통술,12.896,50.0,20.8,26.0,20.0,3,0,0.0,6,Y,1224:한국술,5937062,669331000151,https://www.shilladfs.com/estore/kr/ko/p/5937062
마르스 이와이 트레디션 750ml,마르스,41.5,50.0,41.5,83.0,50.0,22,0,0.0,6,Y,1211:블렌디드 위스키,5157345,254631000007,https://www.shilladfs.com/estore/kr/ko/p/5157345
글렌글라사 포트소이 700ml,GLENGLASSAUGH,40.81,47.0,40.81,77.0,47.0,53,0,0.0,6,Y,1220:싱글몰트 위스키,5534639,114931000063,https://www.shilladfs.com/estore/kr/ko/p/5534639
오켄토션 블러드 오크 1000ml,오켄토션,40.66,62.0,40.66,107.0,62.0,31,0,0.0,6,Y,1220:싱글몰트 위스키,5109734,114231000030,https://www.shilladfs.com/estore/kr/ko/p/5109734
 니오Tommys Magarita 100ml,니오,4.05,55.0,4.05,9.0,55.0,13,0,0.0,6,Y,1227:기타 주류,5334466,270031000007,https://www.shilladfs.com/estore/kr/ko/p/5334466
부쉬밀 오리지널 아이리쉬 위스키 1000ml,부쉬밀,13.5,55.0,13.5,30.0,55.0,39,0,0.0,6,Y,1211:블렌디드 위스키,5200751,130531000017,https://www.shilladfs.com/estore/kr/ko/p/5200751
